Date,Open,High,Low,Close,Volume
28.01.2011 22:00:00.000,0.99411,0.99411,0.99411,0.99411,0
29.01.2011 22:00:00.000,0.99411,0.99411,0.99411,0.99411,0
30.01.2011 22:00:00.000,0.98981,0.99903,0.98677,0.99753,115377.7705
31.01.2011 22:00:00.000,0.99755,1.0149,0.99646,1.01123,143423.3559
01.02.2011 22:00:00.000,1.01123,1.01344,1.00559,1.01027,126089.2855
02.02.2011 22:00:00.000,1.01026,1.01639,1.00842,1.01546,138910.1593
03.02.2011 22:00:00.000,1.01546,1.02003,1.01125,1.01422,134417.8396
04.02.2011 22:00:00.000,1.01422,1.01422,1.01422,1.01422,0
05.02.2011 22:00:00.000,1.01208,1.01333,1.01143,1.01319,4082.22
06.02.2011 22:00:00.000,1.01369,1.01621,1.01134,1.01356,119579.9706
07.02.2011 22:00:00.000,1.01356,1.0189,1.01155,1.01475,141493.5944
08.02.2011 22:00:00.000,1.01491,1.01532,1.00893,1.01261,129476.061
09.02.2011 22:00:00.000,1.01266,1.01266,1.00113,1.00454,134459.1515
10.02.2011 22:00:00.000,1.00454,1.00489,0.99621,1.00217,119120.8795
11.02.2011 22:00:00.000,1.00217,1.00217,1.00217,1.00217,0
12.02.2011 22:00:00.000,1.00083,1.00116,0.99806,0.99825,3685.73
13.02.2011 22:00:00.000,0.99855,1.00753,0.99843,1.00307,106895.0516
14.02.2011 22:00:00.000,1.00307,1.00589,0.99447,0.99655,141942.1788
15.02.2011 22:00:00.000,0.99654,1.00571,0.99596,1.00367,173804.4501
16.02.2011 22:00:00.000,1.00368,1.01302,1.00201,1.01202,145581.8402
17.02.2011 22:00:00.000,1.01203,1.01589,1.00906,1.0147,127347.1819
18.02.2011 22:00:00.000,1.0147,1.0147,1.0147,1.0147,0
19.02.2011 22:00:00.000,1.0137,1.01432,1.0129,1.01409,2514.3501
20.02.2011 22:00:00.000,1.01426,1.01533,1.00749,1.00954,84486.1273
21.02.2011 22:00:00.000,1.00952,1.00979,0.99682,0.99899,186337.6789
22.02.2011 22:00:00.000,0.99898,1.00599,0.99831,1.00234,159643.3362
23.02.2011 22:00:00.000,1.00234,1.0124,1.00027,1.00889,173690.4416
24.02.2011 22:00:00.000,1.00894,1.01779,1.00885,1.01762,125664.37
25.02.2011 22:00:00.000,1.01762,1.01762,1.01762,1.01762,0
26.02.2011 22:00:00.000,1.01525,1.01532,1.01404,1.01489,4263.5
27.02.2011 22:00:00.000,1.01551,1.01935,1.01214,1.01867,145221.312
28.02.2011 22:00:00.000,1.01867,1.02028,1.01257,1.01351,164419.042
01.03.2011 22:00:00.000,1.0135,1.01823,1.00864,1.01708,164157.9111
02.03.2011 22:00:00.000,1.01721,1.01886,1.01267,1.01467,134204.3733
03.03.2011 22:00:00.000,1.01469,1.01511,1.00778,1.01419,127567.2192
04.03.2011 22:00:00.000,1.01419,1.01419,1.01419,1.01419,0
05.03.2011 22:00:00.000,1.01419,1.01419,1.01419,1.01419,0
06.03.2011 22:00:00.000,1.01499,1.01851,1.00922,1.01197,125275.5457
07.03.2011 22:00:00.000,1.01197,1.01349,1.00547,1.00997,137290.0188
08.03.2011 22:00:00.000,1.01007,1.0132,1.00614,1.01084,117302.8336
09.03.2011 22:00:00.000,1.01085,1.01186,0.99921,1.00092,213927.7582
10.03.2011 22:00:00.000,1.00092,1.0159,0.99696,1.01398,168872.4421
11.03.2011 22:00:00.000,1.01398,1.01398,1.01398,1.01398,0
12.03.2011 22:00:00.000,1.01398,1.01398,1.01398,1.01398,0
13.03.2011 21:00:00.000,1.01449,1.01491,1.00476,1.00988,174709.6933
14.03.2011 21:00:00.000,1.00982,1.0107,0.98168,0.99116,236478.0862
15.03.2011 21:00:00.000,0.99116,0.9963,0.97632,0.984,234416.6818
16.03.2011 21:00:00.000,0.984,0.98742,0.97109,0.98036,238963.1299
17.03.2011 21:00:00.000,0.98047,0.99795,0.97823,0.99642,181323.4301
18.03.2011 21:00:00.000,0.99642,0.99642,0.99642,0.99642,0
19.03.2011 21:00:00.000,0.99642,0.99642,0.99642,0.99642,0
20.03.2011 21:00:00.000,0.99579,1.00706,0.9943,1.0065,134628.8956
21.03.2011 21:00:00.000,1.0065,1.01293,1.00387,1.0105,135169.4201
22.03.2011 21:00:00.000,1.01051,1.01573,1.00657,1.01338,143552.5895
23.03.2011 21:00:00.000,1.0134,1.02294,1.01139,1.02117,133465.3398
24.03.2011 21:00:00.000,1.02128,1.02951,1.01879,1.02637,129300.0843
25.03.2011 21:00:00.000,1.02637,1.02637,1.02637,1.02637,0
26.03.2011 21:00:00.000,1.02637,1.02637,1.02637,1.02637,0
27.03.2011 21:00:00.000,1.02451,1.03139,1.02352,1.02471,113191.8323
28.03.2011 21:00:00.000,1.02471,1.0297,1.02056,1.02922,118335.2471
29.03.2011 21:00:00.000,1.02923,1.03375,1.0272,1.03311,128683.0693
30.03.2011 21:00:00.000,1.03313,1.03734,1.03112,1.0331,126258.6105
31.03.2011 21:00:00.000,1.03312,1.03967,1.03151,1.039,120490.3102
01.04.2011 21:00:00.000,1.039,1.039,1.039,1.039,0
02.04.2011 21:00:00.000,1.039,1.039,1.039,1.039,0
03.04.2011 21:00:00.000,1.0402,1.04178,1.03369,1.03666,103703.7877
04.04.2011 21:00:00.000,1.03675,1.03738,1.02894,1.03298,121259.9967
05.04.2011 21:00:00.000,1.03301,1.04514,1.03162,1.04431,140316.9803
06.04.2011 21:00:00.000,1.04438,1.05083,1.04133,1.04737,155660.5298
07.04.2011 21:00:00.000,1.04742,1.05835,1.04532,1.05761,139955.7804
08.04.2011 21:00:00.000,1.05761,1.05761,1.05761,1.05761,0
09.04.2011 21:00:00.000,1.05761,1.05761,1.05761,1.05761,0
10.04.2011 21:00:00.000,1.05691,1.05811,1.04852,1.0499,124573.3891
11.04.2011 21:00:00.000,1.04993,1.0523,1.03907,1.04385,178805.9962
12.04.2011 21:00:00.000,1.04392,1.05386,1.04293,1.05083,154153.2505
13.04.2011 21:00:00.000,1.05086,1.05501,1.04589,1.05468,158376.5012
14.04.2011 21:00:00.000,1.05469,1.05777,1.05122,1.05661,126972.2905
15.04.2011 21:00:00.000,1.05661,1.05661,1.05661,1.05661,0
16.04.2011 21:00:00.000,1.05661,1.05661,1.05661,1.05661,0
17.04.2011 21:00:00.000,1.05624,1.0574,1.0455,1.05123,141134.7687
18.04.2011 21:00:00.000,1.05123,1.05315,1.04444,1.05281,148912.8093
19.04.2011 21:00:00.000,1.05286,1.0721,1.05201,1.0716,150090.5953
20.04.2011 21:00:00.000,1.07161,1.07756,1.06779,1.075,141369.4499
21.04.2011 21:00:00.000,1.07506,1.07572,1.07257,1.07467,23300.0519
22.04.2011 21:00:00.000,1.07467,1.07467,1.07467,1.07467,0
23.04.2011 21:00:00.000,1.07467,1.07467,1.07467,1.07467,0
24.04.2011 21:00:00.000,1.0739,1.07765,1.06849,1.07227,109447.3063
25.04.2011 21:00:00.000,1.07227,1.07929,1.06779,1.07867,145475.2589
26.04.2011 21:00:00.000,1.07877,1.08793,1.07782,1.08753,165985.2611
27.04.2011 21:00:00.000,1.08753,1.09484,1.08524,1.09304,164829.8503
28.04.2011 21:00:00.000,1.09308,1.09786,1.0883,1.09754,127530.3256
29.04.2011 21:00:00.000,1.09754,1.09754,1.09754,1.09754,0
30.04.2011 21:00:00.000,1.09754,1.09754,1.09713,1.09713,0
01.05.2011 21:00:00.000,1.09617,1.10116,1.09228,1.09454,138207.14
02.05.2011 21:00:00.000,1.09463,1.09534,1.0839,1.0847,177816.3693
03.05.2011 21:00:00.000,1.08477,1.08779,1.0731,1.0749,203062.233
04.05.2011 21:00:00.000,1.07497,1.07718,1.05382,1.05815,212320.0436
05.05.2011 21:00:00.000,1.05815,1.07996,1.05815,1.07079,223627.2892
06.05.2011 21:00:00.000,1.07079,1.07079,1.07079,1.07079,0
07.05.2011 21:00:00.000,1.07079,1.07079,1.07079,1.07079,0
08.05.2011 21:00:00.000,1.07156,1.0813,1.07076,1.08091,182096.4852
09.05.2011 21:00:00.000,1.08094,1.08503,1.07371,1.08387,182187.8152
10.05.2011 21:00:00.000,1.08394,1.08892,1.06657,1.07018,186034.8496
11.05.2011 21:00:00.000,1.07029,1.0715,1.05678,1.06796,216741.2947
12.05.2011 21:00:00.000,1.06807,1.07171,1.05213,1.05796,191790.0423
13.05.2011 21:00:00.000,1.05796,1.05796,1.05796,1.05796,0
14.05.2011 21:00:00.000,1.05796,1.05796,1.05796,1.05796,0
15.05.2011 21:00:00.000,1.05784,1.06433,1.05149,1.05572,181953.8786
16.05.2011 21:00:00.000,1.05572,1.06299,1.05073,1.06289,177392.4706
17.05.2011 21:00:00.000,1.06291,1.06659,1.05703,1.06329,156026.5371
18.05.2011 21:00:00.000,1.0633,1.06822,1.05955,1.0672,158646.7051
19.05.2011 21:00:00.000,1.06732,1.07118,1.06111,1.06643,142474.3866
20.05.2011 21:00:00.000,1.06643,1.06643,1.06643,1.06643,0
21.05.2011 21:00:00.000,1.06643,1.06643,1.06643,1.06643,0
22.05.2011 21:00:00.000,1.06399,1.06587,1.04802,1.05055,172084.2763
23.05.2011 21:00:00.000,1.05066,1.05837,1.0481,1.05601,164410.3769
24.05.2011 21:00:00.000,1.05603,1.05621,1.04421,1.05325,177487.7713
25.05.2011 21:00:00.000,1.05334,1.06482,1.05113,1.06471,161345.6509
26.05.2011 21:00:00.000,1.06473,1.0718,1.06093,1.07108,157407.3994
27.05.2011 21:00:00.000,1.07108,1.07108,1.07108,1.07108,0
28.05.2011 21:00:00.000,1.07108,1.07108,1.07108,1.07108,0
29.05.2011 21:00:00.000,1.07249,1.07303,1.06768,1.06922,60092.3567
30.05.2011 21:00:00.000,1.06927,1.07581,1.06436,1.06732,146256.5201
31.05.2011 21:00:00.000,1.06735,1.0754,1.06031,1.06158,165636.0378
01.06.2011 21:00:00.000,1.0616,1.06895,1.05884,1.06717,161467.6701
02.06.2011 21:00:00.000,1.06723,1.07742,1.05978,1.07182,153409.3543
03.06.2011 21:00:00.000,1.07182,1.07182,1.07182,1.07182,0
04.06.2011 21:00:00.000,1.07182,1.07182,1.07182,1.07182,0
05.06.2011 21:00:00.000,1.0709,1.07685,1.06933,1.07144,133927.2721
06.06.2011 21:00:00.000,1.07146,1.07524,1.06726,1.07222,155844.443
07.06.2011 21:00:00.000,1.07227,1.07271,1.05896,1.06274,154352.0181
08.06.2011 21:00:00.000,1.06271,1.06639,1.05642,1.06301,149582.7464
09.06.2011 21:00:00.000,1.06308,1.06536,1.05269,1.05389,149270.0497
10.06.2011 21:00:00.000,1.05389,1.05389,1.05389,1.05389,0
11.06.2011 21:00:00.000,1.05389,1.05389,1.05389,1.05389,0
12.06.2011 21:00:00.000,1.05376,1.06382,1.05255,1.06037,132354.7096
13.06.2011 21:00:00.000,1.06037,1.07161,1.05692,1.06872,145554.3564
14.06.2011 21:00:00.000,1.06872,1.07143,1.05366,1.05791,165302.3289
15.06.2011 21:00:00.000,1.05795,1.05916,1.04783,1.05593,186145.5388
16.06.2011 21:00:00.000,1.05606,1.06358,1.05061,1.06232,161382.9405
17.06.2011 21:00:00.000,1.06232,1.06232,1.06232,1.06232,0
18.06.2011 21:00:00.000,1.06232,1.06232,1.06232,1.06232,0
19.06.2011 21:00:00.000,1.06006,1.06189,1.04973,1.05834,141043.8433
20.06.2011 21:00:00.000,1.05834,1.06203,1.05335,1.06077,138743.3954
21.06.2011 21:00:00.000,1.0608,1.06513,1.05667,1.05793,144660.366
22.06.2011 21:00:00.000,1.05793,1.05818,1.04558,1.0525,179556.748
23.06.2011 21:00:00.000,1.05256,1.06017,1.04876,1.04931,168239.9407
24.06.2011 21:00:00.000,1.04931,1.04931,1.04931,1.04931,0
25.06.2011 21:00:00.000,1.04931,1.04931,1.04931,1.04931,0
26.06.2011 21:00:00.000,1.04807,1.04894,1.03914,1.04452,171726.9892
27.06.2011 21:00:00.000,1.04452,1.0545,1.04369,1.0542,170275.1797
28.06.2011 21:00:00.000,1.05427,1.06873,1.05201,1.06845,173541.1705
29.06.2011 21:00:00.000,1.06849,1.07518,1.0669,1.07227,153485.6097
30.06.2011 21:00:00.000,1.07232,1.07907,1.06749,1.07725,143850.5304
01.07.2011 21:00:00.000,1.07725,1.07725,1.07725,1.07725,0
02.07.2011 21:00:00.000,1.07725,1.07725,1.07725,1.07725,0
03.07.2011 21:00:00.000,1.07798,1.07867,1.07132,1.07373,90578.0921
04.07.2011 21:00:00.000,1.07371,1.07482,1.06656,1.06949,135147.6296
05.07.2011 21:00:00.000,1.06953,1.07343,1.06562,1.07029,148809.6679
06.07.2011 21:00:00.000,1.07029,1.0781,1.06875,1.07773,156103.2101
07.07.2011 21:00:00.000,1.07778,1.07886,1.0705,1.07552,153137.8118
08.07.2011 21:00:00.000,1.07552,1.07552,1.07552,1.07552,0
09.07.2011 21:00:00.000,1.07552,1.07552,1.07552,1.07552,0
10.07.2011 21:00:00.000,1.07153,1.07336,1.06322,1.06573,168381.0053
11.07.2011 21:00:00.000,1.06582,1.06656,1.05268,1.06004,200064.9125
12.07.2011 21:00:00.000,1.06006,1.07791,1.05805,1.07604,166115.589
13.07.2011 21:00:00.000,1.07609,1.07868,1.06957,1.07255,173241.3704
14.07.2011 21:00:00.000,1.07255,1.07462,1.06197,1.06506,159793.6549
15.07.2011 21:00:00.000,1.06506,1.06506,1.06506,1.06506,0
16.07.2011 21:00:00.000,1.06506,1.06506,1.06506,1.06506,0
17.07.2011 21:00:00.000,1.06306,1.06555,1.0562,1.06086,148278.0274
18.07.2011 21:00:00.000,1.06089,1.07422,1.06017,1.07336,150924.404
19.07.2011 21:00:00.000,1.07335,1.07609,1.07114,1.07502,130050.1058
20.07.2011 21:00:00.000,1.07502,1.08565,1.06952,1.08426,153494.722
21.07.2011 21:00:00.000,1.08431,1.08755,1.08211,1.08517,116831.9925
22.07.2011 21:00:00.000,1.08517,1.08517,1.08517,1.08517,0
23.07.2011 21:00:00.000,1.08517,1.08517,1.08517,1.08517,0
24.07.2011 21:00:00.000,1.08357,1.08779,1.07963,1.0845,116853.9841
25.07.2011 21:00:00.000,1.08449,1.097,1.08222,1.0958,141092.7291
26.07.2011 21:00:00.000,1.09585,1.1081,1.09479,1.10251,139375.9807
27.07.2011 21:00:00.000,1.10252,1.10762,1.09773,1.10072,138127.4554
28.07.2011 21:00:00.000,1.10056,1.10178,1.09117,1.10036,158357.7102
29.07.2011 21:00:00.000,1.10036,1.10036,1.10036,1.10036,0
30.07.2011 21:00:00.000,1.10036,1.10036,1.10036,1.10036,0
31.07.2011 21:00:00.000,1.10322,1.1066,1.09263,1.09722,147263.6504
01.08.2011 21:00:00.000,1.09732,1.10082,1.07792,1.07815,170697.8104
02.08.2011 21:00:00.000,1.07819,1.07866,1.06804,1.07582,196922.3396
03.08.2011 21:00:00.000,1.07582,1.07803,1.04585,1.04676,222326.8699
04.08.2011 21:00:00.000,1.04685,1.05277,1.03761,1.04459,243391.0057
05.08.2011 21:00:00.000,1.04459,1.04459,1.04459,1.04459,0
06.08.2011 21:00:00.000,1.04459,1.04459,1.04459,1.04459,0
07.08.2011 21:00:00.000,1.04303,1.04491,1.01818,1.01884,267775.0708
08.08.2011 21:00:00.000,1.01886,1.03803,0.99296,1.03572,290556.4947
09.08.2011 21:00:00.000,1.03543,1.04107,1.0169,1.01848,241264.4329
10.08.2011 21:00:00.000,1.0185,1.03603,1.01207,1.03553,265372.9773
11.08.2011 21:00:00.000,1.03559,1.03634,1.02467,1.03521,190988.4004
12.08.2011 21:00:00.000,1.03521,1.03521,1.03521,1.03521,0
13.08.2011 21:00:00.000,1.03521,1.03521,1.03521,1.03521,0
14.08.2011 21:00:00.000,1.03708,1.0514,1.03595,1.05085,127259.8985
15.08.2011 21:00:00.000,1.05086,1.05151,1.04074,1.04853,163977.4688
16.08.2011 21:00:00.000,1.04855,1.06024,1.04341,1.05536,160148.8052
17.08.2011 21:00:00.000,1.05536,1.05588,1.03564,1.03919,183853.0408
18.08.2011 21:00:00.000,1.03931,1.04818,1.0316,1.04042,210954.0195
19.08.2011 21:00:00.000,1.04042,1.04042,1.04042,1.04042,0
20.08.2011 21:00:00.000,1.04042,1.04042,1.04042,1.04042,0
21.08.2011 21:00:00.000,1.0387,1.04737,1.03641,1.04103,164252.8317
22.08.2011 21:00:00.000,1.04108,1.0535,1.03873,1.05274,158955.0996
23.08.2011 21:00:00.000,1.05274,1.0532,1.04495,1.04753,152024.5433
24.08.2011 21:00:00.000,1.04755,1.05138,1.04239,1.0433,158603.2199
25.08.2011 21:00:00.000,1.04325,1.05933,1.04196,1.0578,149132.2814
26.08.2011 21:00:00.000,1.0578,1.0578,1.0578,1.0578,0
27.08.2011 21:00:00.000,1.0578,1.0578,1.0578,1.0578,0
28.08.2011 21:00:00.000,1.05903,1.06616,1.05626,1.06603,100077.8792
29.08.2011 21:00:00.000,1.06603,1.07212,1.06221,1.06848,136461.171
30.08.2011 21:00:00.000,1.0685,1.07213,1.06523,1.07069,128405.0899
31.08.2011 21:00:00.000,1.07072,1.07656,1.06643,1.07266,147353.6889
01.09.2011 21:00:00.000,1.07259,1.07342,1.0627,1.06543,145413.8768
02.09.2011 21:00:00.000,1.06543,1.06543,1.06543,1.06543,0
03.09.2011 21:00:00.000,1.06543,1.06543,1.06543,1.06543,0
04.09.2011 21:00:00.000,1.06096,1.06201,1.05135,1.05525,110236.2265
05.09.2011 21:00:00.000,1.05525,1.06186,1.04835,1.04851,179047.2673
06.09.2011 21:00:00.000,1.04856,1.06625,1.04843,1.06625,150329.0784
07.09.2011 21:00:00.000,1.0663,1.0663,1.0567,1.05768,153732.1568
08.09.2011 21:00:00.000,1.05773,1.06359,1.04225,1.04729,170546.5585
09.09.2011 21:00:00.000,1.04729,1.04729,1.04729,1.04729,0
10.09.2011 21:00:00.000,1.04729,1.04729,1.04729,1.04729,0
11.09.2011 21:00:00.000,1.04343,1.04423,1.0257,1.03496,206094.5375
12.09.2011 21:00:00.000,1.03495,1.03761,1.02636,1.03127,201996.37
13.09.2011 21:00:00.000,1.03127,1.03718,1.01785,1.02884,216518.9599
14.09.2011 21:00:00.000,1.02887,1.03466,1.01837,1.03296,185428.4155
15.09.2011 21:00:00.000,1.03294,1.0399,1.02956,1.03629,154008.3803
16.09.2011 21:00:00.000,1.03629,1.03629,1.03629,1.03629,0
17.09.2011 21:00:00.000,1.03629,1.03629,1.03629,1.03629,0
18.09.2011 21:00:00.000,1.03033,1.03164,1.0168,1.02243,171789.4413
19.09.2011 21:00:00.000,1.02243,1.03132,1.01496,1.02763,179753.4626
20.09.2011 21:00:00.000,1.02763,1.0293,1.00355,1.00439,181672.119
21.09.2011 21:00:00.000,1.00449,1.00791,0.96955,0.97437,259208.7323
22.09.2011 21:00:00.000,0.97433,0.9867,0.96739,0.97873,250203.658
23.09.2011 21:00:00.000,0.97873,0.97873,0.97873,0.97873,0
24.09.2011 21:00:00.000,0.97873,0.97873,0.97873,0.97873,0
25.09.2011 21:00:00.000,0.98142,0.98384,0.96229,0.98338,256018.9415
26.09.2011 21:00:00.000,0.98342,0.99864,0.97777,0.99127,219369.169
27.09.2011 21:00:00.000,0.9913,0.9956,0.97772,0.9782,209840.6725
28.09.2011 21:00:00.000,0.97819,0.9876,0.97025,0.97838,227561.6491
29.09.2011 21:00:00.000,0.97838,0.981,0.96627,0.96633,202122.278
30.09.2011 21:00:00.000,0.96633,0.96633,0.96612,0.96612,0
01.10.2011 21:00:00.000,0.96612,0.96612,0.96612,0.96612,0
02.10.2011 21:00:00.000,0.96581,0.97015,0.95284,0.95294,223513.3162
03.10.2011 21:00:00.000,0.95293,0.95974,0.93922,0.95726,272046.8202
04.10.2011 21:00:00.000,0.95726,0.96624,0.94893,0.966,230175.2896
05.10.2011 21:00:00.000,0.96604,0.97678,0.9623,0.97485,217883.7586
06.10.2011 21:00:00.000,0.97478,0.988,0.97295,0.97726,206077.2702
07.10.2011 21:00:00.000,0.97726,0.97726,0.97726,0.97726,0
08.10.2011 21:00:00.000,0.97726,0.97726,0.97726,0.97726,0
09.10.2011 21:00:00.000,0.97552,1.00156,0.97535,0.99915,183229.7572
10.10.2011 21:00:00.000,0.99918,1.00063,0.99064,0.9954,201618.1585
11.10.2011 21:00:00.000,0.99538,1.0207,0.98663,1.01603,200935.1023
12.10.2011 21:00:00.000,1.01603,1.02269,1.01046,1.01917,204807.6898
13.10.2011 21:00:00.000,1.01917,1.03476,1.01461,1.03446,176048.6745
14.10.2011 21:00:00.000,1.03446,1.03446,1.03446,1.03446,0
15.10.2011 21:00:00.000,1.03446,1.03446,1.03446,1.03446,0
16.10.2011 21:00:00.000,1.03289,1.03722,1.01503,1.01566,203667.3256
17.10.2011 21:00:00.000,1.01572,1.03265,1.01191,1.0265,234500.3497
18.10.2011 21:00:00.000,1.02653,1.0354,1.02059,1.02256,213782.5869
19.10.2011 21:00:00.000,1.02256,1.02846,1.01482,1.02341,243244.7007
20.10.2011 21:00:00.000,1.02361,1.03799,1.02042,1.03777,202889.243
21.10.2011 21:00:00.000,1.03777,1.03777,1.03777,1.03777,0
22.10.2011 21:00:00.000,1.03777,1.03777,1.03777,1.03777,0
23.10.2011 21:00:00.000,1.03417,1.05014,1.03163,1.04777,201989.3668
24.10.2011 21:00:00.000,1.04778,1.04974,1.04028,1.04303,207284.212
25.10.2011 21:00:00.000,1.04303,1.04385,1.03233,1.04006,210265.9991
26.10.2011 21:00:00.000,1.04006,1.07536,1.03837,1.07313,228736.2589
27.10.2011 21:00:00.000,1.07313,1.07326,1.06565,1.07026,196281.7186
28.10.2011 21:00:00.000,1.07026,1.07026,1.07026,1.07026,0
29.10.2011 21:00:00.000,1.07026,1.07026,1.07026,1.07026,0
30.10.2011 21:00:00.000,1.07035,1.07188,1.05077,1.05325,215960.2015
31.10.2011 21:00:00.000,1.05323,1.05664,1.02738,1.0331,257000.0503
01.11.2011 21:00:00.000,1.03313,1.04278,1.02818,1.03482,236040.2198
02.11.2011 21:00:00.000,1.03489,1.04463,1.02039,1.04177,248812.2203
03.11.2011 21:00:00.000,1.04178,1.044,1.03164,1.03709,215365.0515
04.11.2011 21:00:00.000,1.03709,1.03709,1.03709,1.03709,0
05.11.2011 21:00:00.000,1.03814,1.04165,1.03784,1.04075,5850.1299
06.11.2011 22:00:00.000,1.04098,1.04278,1.02769,1.03794,208322.4997
07.11.2011 22:00:00.000,1.03791,1.04048,1.02832,1.03934,210622.2102
08.11.2011 22:00:00.000,1.03929,1.03979,1.01388,1.01463,238299.2892
09.11.2011 22:00:00.000,1.01437,1.02092,1.00551,1.01591,249640.4592
10.11.2011 22:00:00.000,1.01592,1.03049,1.01063,1.0286,191268.1902
11.11.2011 22:00:00.000,1.0286,1.0286,1.0286,1.0286,0
12.11.2011 22:00:00.000,1.03207,1.0349,1.03183,1.03417,5743.4302
13.11.2011 22:00:00.000,1.03439,1.03458,1.01619,1.02071,202640.7517
14.11.2011 22:00:00.000,1.02078,1.02272,1.01139,1.01781,209294.0002
15.11.2011 22:00:00.000,1.01783,1.01851,1.00611,1.00836,226474.2786
16.11.2011 22:00:00.000,1.00835,1.01183,0.99749,1.00008,247673.5608
17.11.2011 22:00:00.000,1.00006,1.01078,0.99651,1.00149,229049.9094
18.11.2011 22:00:00.000,1.00149,1.00149,1.00149,1.00149,0
19.11.2011 22:00:00.000,0.99784,0.99945,0.9974,0.99943,6051.5498
20.11.2011 22:00:00.000,0.99976,1.0014,0.98095,0.98417,250983.1304
21.11.2011 22:00:00.000,0.98417,0.99,0.98137,0.98366,226827.2598
22.11.2011 22:00:00.000,0.98362,0.98573,0.9664,0.96907,225191.0803
23.11.2011 22:00:00.000,0.96907,0.97863,0.96855,0.9737,154244.4641
24.11.2011 22:00:00.000,0.97371,0.97744,0.9668,0.97003,185533.5529
25.11.2011 22:00:00.000,0.97003,0.97003,0.97003,0.97003,0
26.11.2011 22:00:00.000,0.98216,0.98216,0.97979,0.98174,6283.9302
27.11.2011 22:00:00.000,0.98225,0.99763,0.97911,0.9906,230092.8289
28.11.2011 22:00:00.000,0.9906,1.00776,0.98636,1.00009,221289.2697
29.11.2011 22:00:00.000,1.0001,1.03005,0.99436,1.02833,226462.1008
30.11.2011 22:00:00.000,1.02832,1.0285,1.01517,1.02436,190744.5198
01.12.2011 22:00:00.000,1.0244,1.03159,1.0198,1.02171,165583.9098
02.12.2011 22:00:00.000,1.02171,1.02171,1.02171,1.02171,0
03.12.2011 22:00:00.000,1.02171,1.02171,1.02171,1.02171,0
04.12.2011 22:00:00.000,1.02551,1.03054,1.02038,1.0271,191112.9599
05.12.2011 22:00:00.000,1.02712,1.02736,1.01569,1.02459,190486.1308
06.12.2011 22:00:00.000,1.02466,1.03051,1.02344,1.02945,191538.59
07.12.2011 22:00:00.000,1.02948,1.03785,1.01467,1.01661,228573.7202
08.12.2011 22:00:00.000,1.01663,1.02254,1.00489,1.02183,221250.7903
09.12.2011 22:00:00.000,1.02183,1.02183,1.02183,1.02183,0
10.12.2011 22:00:00.000,1.02183,1.02183,1.02183,1.02183,0
11.12.2011 22:00:00.000,1.02102,1.02156,1.0052,1.00741,214525.1773
12.12.2011 22:00:00.000,1.00732,1.01633,0.9981,1.00178,228651.9776
13.12.2011 22:00:00.000,1.00182,1.00456,0.98848,0.99109,233191.7984
14.12.2011 22:00:00.000,0.9911,0.99897,0.98623,0.99232,217869.8502
15.12.2011 22:00:00.000,0.99232,1.00275,0.99213,0.99814,204586.7949
